Rk,Player,Nation,Pos,Squad,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Matches,-9999
285,Raúl Gudiño,mx MEX,GK,Atlanta Utd,25,1996,5.5,0,1,0,0,0.18,0,0,,13.3,0,0,0,0,0,0.03,0,0,Matches,2f061b36
286,Sami Guediri,us USA,DF,D.C. United,24,1997,8.9,0,3,0,0,0.34,0,0,,25.8,0,0,0,0.1,0.1,0.04,-0.1,-0.1,Matches,e3dc71a7
287,Brian Gutiérrez,us USA,FWMF,Chicago Fire,18,2003,18.2,2,27,8,29.6,1.48,0.44,0.07,0.25,17.7,0,0,0,2.9,2.9,0.11,-0.9,-0.9,Matches,d88f31db
288,Cristián Gutiérrez,cl CHI,DF,Vancouver,24,1997,6.8,0,3,0,0,0.44,0,0,,14.3,0,0,0,0.2,0.2,0.06,-0.2,-0.2,Matches,6e56a4f2
289,Diego Gutierrez,us USA,FW,Portland Timbers,22,1999,0,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,Matches,4903a306
290,Felipe Gutiérrez,cl CHI,MF,Colorado Rapids,31,1990,9.3,0,10,3,30,1.07,0.32,0,0,22.6,0,0,0,0.8,0.8,0.08,-0.8,-0.8,Matches,80ae314a
291,Andrew Gutman,us USA,DF,Atlanta Utd,25,1996,21.8,4,31,14,45.2,1.42,0.64,0.13,0.29,14.7,0,0,0,4.4,4.4,0.14,-0.4,-0.4,Matches,b7a23251
292,Brad Guzan,us USA,GK,Atlanta Utd,37,1984,6.8,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,Matches,d899e3bf
293,Justin Haak,us USA,MFDF,NYCFC,20,2001,8.5,0,1,0,0,0.12,0,0,,52,0,0,0,0,0,0.01,0,0,Matches,c644e140
294,Luke Haakenson,us USA,MFFW,Nashville,24,1997,6.6,0,10,2,20,1.51,0.3,0,0,18.1,0,0,0,1,1,0.1,-1,-1,Matches,77d28e45
295,Teenage Hadebe,zw ZIM,DF,Houston Dynamo,26,1995,20.1,2,17,2,11.8,0.85,0.1,0.12,1,10.7,0,0,0,1.6,1.6,0.1,0.4,0.4,Matches,582952f2
296,Nick Hagglund,us USA,DF,FC Cincinnati,29,1992,30.2,1,16,7,43.8,0.53,0.23,0.06,0.14,9.6,0,0,0,1.6,1.6,0.1,-0.6,-0.6,Matches,39632554
297,Marlon Hairston,us USA,DF,Columbus Crew,27,1994,1.7,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,Matches,1d531c57
298,Siad Haji,so SOM,DFFW,San Jose,22,1999,0.2,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,Matches,9212f1cb
299,Michael Halliday,us USA,DFMF,Orlando City,19,2003,0.6,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,Matches,6ad5f50e
300,Ahmed Hamdi,eg EGY,MF,CF Montréal,23,1998,3.7,0,3,0,0,0.81,0,0,,18.7,0,0,0,0.4,0.4,0.13,-0.4,-0.4,Matches,fc7c8d3d
301,Bill Hamid,us USA,GK,D.C. United,31,1990,9.5,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,Matches,012fc030
302,Niko Hansen,dk DEN,FWMF,Minnesota Utd,27,1994,1.1,0,3,0,0,2.7,0,0,,11.5,0,0,0,0.1,0.1,0.05,-0.1,-0.1,Matches,9bebd450
303,Cameron Harper,us USA,DFFW,NY Red Bulls,20,2001,8.5,2,13,5,38.5,1.53,0.59,0.15,0.4,17.2,0,0,0,1.1,1.1,0.09,0.9,0.9,Matches,4a78c769
304,Nathan Harriel,us USA,DF,Philadelphia,20,2001,19.6,1,13,2,15.4,0.66,0.1,0.08,0.5,15.5,0,0,0,1.7,1.7,0.14,-0.7,-0.7,Matches,b3edbeff
305,Calvin Harris,eng ENG,DFFW,FC Cincinnati,21,2000,2,1,7,2,28.6,3.52,1.01,0.14,0.5,15.9,0,0,0,1.6,1.6,0.22,-0.6,-0.6,Matches,07b0aeef
306,Thomas Hasal,ca CAN,GK,Vancouver,22,1999,16.8,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,Matches,86bac87b
307,Jacori Hayes,us USA,MF,Minnesota Utd,26,1995,0.8,0,1,0,0,1.2,0,0,,17,0,0,0,0.1,0.1,0.1,-0.1,-0.1,Matches,d2173b7b
308,Héber,br BRA,FW,NYCFC,30,1991,11.2,8,33,14,42.4,2.93,1.25,0.21,0.5,14.9,0,1,1,5.9,5.1,0.16,2.1,1.9,Matches,d552c4a1
309,Matt Hedges,us USA,DF,FC Dallas,31,1990,24.7,1,12,3,25,0.49,0.12,0.08,0.33,8.1,0,0,0,1.7,1.7,0.17,-0.7,-0.7,Matches,5e2a4d0e
310,Chris Hegardt,us USA,MFFW,Charlotte,20,2002,0.2,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,Matches,99a6142d
311,Doneil Henry,ca CAN,DF,Toronto FC,28,1993,1.6,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,Matches,22636117
312,Doneil Henry,ca CAN,DF,Los Angeles FC,28,1993,1.5,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,Matches,22636117
313,Fabian Herbers,de GER,FWMF,Chicago Fire,28,1993,12,1,21,6,28.6,1.76,0.5,0.05,0.17,21.6,0,0,0,1.3,1.3,0.06,-0.3,-0.3,Matches,5cbf5ccd
314,Felipe Hernandez,us USA,MF,Sporting KC,23,1998,19.8,2,34,7,20.6,1.72,0.35,0.06,0.29,23.4,9,0,0,1.9,1.9,0.06,0.1,0.1,Matches,31a4d0b8
315,Javier Hernández,mx MEX,FW,LA Galaxy,33,1988,28.7,18,82,32,39,2.86,1.11,0.18,0.47,13.4,3,3,6,18.3,13.6,0.17,-0.3,1.4,Matches,189cee7b
316,Ronald Hernández,ve VEN,DF,Atlanta Utd,24,1997,8.5,0,3,2,66.7,0.35,0.24,0,0,19,0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches,de907bab
317,Aaron Herrera,us USA,DF,Real Salt Lake,24,1997,25.2,0,15,3,20,0.6,0.12,0,0,25.9,0,0,0,0.6,0.6,0.04,-0.6,-0.6,Matches,d86e3070
318,Héctor Herrera,mx MEX,MF,Houston Dynamo,31,1990,7.6,0,11,2,18.2,1.45,0.26,0,0,18.7,0,0,0,0.5,0.5,0.05,-0.5,-0.5,Matches,a8542814
319,Gonzalo Higuaín,ar ARG,FW,Inter Miami,34,1987,19.4,16,45,15,33.3,2.32,0.77,0.24,0.73,19.4,7,5,5,9.4,5.5,0.12,6.6,5.5,Matches,8a08491a
320,Brendan Hines-Ike,us USA,DF,D.C. United,27,1994,18.7,0,4,1,25,0.21,0.05,0,0,17,0,0,0,0.2,0.2,0.06,-0.2,-0.2,Matches,b807c1dc
321,Bongokuhle Hlongwane,za RSA,FW,Minnesota Utd,21,2000,17.8,2,44,17,38.6,2.48,0.96,0.05,0.12,17.2,0,0,0,5,5,0.11,-3,-3,Matches,de9952b5
322,Danny Hoesen,nl NED,FW,Austin,31,1991,4.2,3,14,6,42.9,3.3,1.41,0.21,0.5,12.3,0,0,0,2.3,2.3,0.16,0.7,0.7,Matches,5ef1939b
323,Ryan Hollingshead,us USA,DF,Los Angeles FC,30,1991,21.4,6,23,10,43.5,1.07,0.47,0.26,0.6,14.5,0,0,0,2.8,2.8,0.12,3.2,3.2,Matches,28b58797
324,Erik Holt,us USA,DF,Real Salt Lake,25,1996,6.3,0,6,1,16.7,0.96,0.16,0,0,10,0,0,0,0.6,0.6,0.1,-0.6,-0.6,Matches,3677d047
325,Jackson Hopkins,us USA,MFFW,D.C. United,17,2004,10,0,8,1,12.5,0.8,0.1,0,0,19.9,0,0,0,0.6,0.6,0.07,-0.6,-0.6,Matches,8344adf5
326,Adrien Hunou,fr FRA,FWMF,Minnesota Utd,28,1994,1.4,0,2,1,50,1.41,0.7,0,0,16.7,0,0,0,0.3,0.3,0.13,-0.3,-0.3,Matches,d14229f3
327,Erik Hurtado,us USA,FW,Columbus Crew,31,1990,4.7,3,12,6,50,2.55,1.28,0.25,0.5,14.6,0,0,0,1.3,1.3,0.11,1.7,1.7,Matches,b11e6f2b
328,Emerson Hyndman,us USA,MF,Atlanta Utd,25,1996,3.2,0,2,1,50,0.62,0.31,0,0,17.2,0,0,0,0.7,0.7,0.34,-0.7,-0.7,Matches,3be1a627
329,Franco Ibarra,ar ARG,MF,Atlanta Utd,20,2001,10.9,0,10,0,0,0.92,0,0,,19,0,0,0,0.6,0.6,0.06,-0.6,-0.6,Matches,db6540c5
330,Sebastien Ibeagha,us USA,DF,Los Angeles FC,30,1992,13.2,0,5,0,0,0.38,0,0,,10.6,0,0,0,0.3,0.3,0.06,-0.3,-0.3,Matches,41ba8175
331,Sunusi Ibrahim,ng NGA,MFFW,CF Montréal,19,2002,2.6,0,2,1,50,0.76,0.38,0,0,17,0,0,0,0.2,0.2,0.1,-0.2,-0.2,Matches,7.97E+10
332,James Igbekeme,ng NGA,FWMF,Columbus Crew,26,1995,10,0,14,2,14.3,1.4,0.2,0,0,18.2,0,0,0,1.5,1.5,0.1,-1.5,-1.5,Matches,c9ce0fc8
333,Tega Ikoba,us USA,FW,Portland Timbers,18,2003,0.3,0,1,0,0,3.91,0,0,,11,0,0,0,0.1,0.1,0.08,-0.1,-0.1,Matches,35d550f2
334,Arnór Ingvi Traustason,is ISL,FWMF,New England,28,1993,5.5,0,14,3,21.4,2.54,0.54,0,0,20.1,0,0,0,0.6,0.6,0.05,-0.6,-0.6,Matches,7d036b4a
335,Lorenzo Insigne,it ITA,FWMF,Toronto FC,30,1991,10.3,6,48,19,39.6,4.67,1.85,0.13,0.32,20.6,4,0,1,3.9,3.1,0.06,2.1,2.9,Matches,2f557579
336,Nicolas Isimat-Mirin,fr FRA,DF,Sporting KC,30,1991,25.3,0,7,2,28.6,0.28,0.08,0,0,7.8,0,0,0,0.6,0.6,0.08,-0.6,-0.6,Matches,14e8e9d7
337,Aljaž Ivačič,si SVN,GK,Portland Timbers,28,1993,32,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,Matches,4d6e50d8
338,Stanislav Ivanov,bg BUL,FWMF,Chicago Fire,22,1999,9.8,1,13,4,30.8,1.33,0.41,0.08,0.25,17.8,0,0,0,0.9,0.9,0.07,0.1,0.1,Matches,0cafba94
339,Robin Jansson,se SWE,DF,Orlando City,30,1991,21.9,1,15,3,20,0.69,0.14,0.07,0.33,23,1,0,0,1,1,0.07,0,0,Matches,8ca5c176
340,Franco Jara,ar ARG,FW,FC Dallas,33,1988,10.1,3,37,10,27,3.68,0.99,0.05,0.2,14.8,0,1,1,5,4.2,0.11,-2,-2.2,Matches,413cce14
341,Andres Jasson,us USA,DFMF,NYCFC,20,2002,5.2,0,5,1,20,0.96,0.19,0,0,14.7,0,0,0,0.7,0.7,0.15,-0.7,-0.7,Matches,31d049b2
342,Corentin Jean,fr FRA,FWMF,Inter Miami,26,1995,0.8,0,2,0,0,2.37,0,0,,17,0,0,0,0.2,0.2,0.12,-0.2,-0.2,Matches,7d9b37bf
343,Cal Jennings,us USA,FWMF,Los Angeles FC,24,1997,0.2,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,Matches,44f6672a
344,Hector Jiménez,us USA,DF,Austin,33,1988,6.6,0,3,0,0,0.45,0,0,,22.2,0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches,2dc1e90e
345,Jesús Jiménez,es ESP,FW,Toronto FC,28,1993,26,9,53,21,39.6,2.04,0.81,0.17,0.43,12.9,0,0,0,7.8,7.8,0.15,1.2,1.2,Matches,1e161d47
346,Sean Johnson,us USA,GK,NYCFC,32,1989,34,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,Matches,c164335e
347,Alistair Johnston,ca CAN,DF,CF Montréal,23,1998,29.4,4,14,5,35.7,0.48,0.17,0.29,0.8,15.5,0,0,0,1.3,1.3,0.09,2.7,2.7,Matches,4fb17e20
348,DeJuan Jones,us USA,DF,New England,24,1997,30.4,1,19,2,10.5,0.62,0.07,0.05,0.5,20.1,0,0,0,1.3,1.3,0.07,-0.3,-0.3,Matches,10d1139c
349,Derrick Jones,us USA,MF,Charlotte,24,1997,10.5,1,7,1,14.3,0.67,0.1,0.14,1,13.2,0,0,0,1.4,1.4,0.2,-0.4,-0.4,Matches,93c92d6c
350,Joevin Jones,tt TRI,DFMF,Inter Miami,30,1991,1.4,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,Matches,fc23d956
351,Jony,ar ARG,FWMF,Real Salt Lake,27,1994,1.6,0,4,1,25,2.5,0.62,0,0,15.4,0,0,0,0.4,0.4,0.11,-0.4,-0.4,Matches,60665492
352,Juan José Sánchez,co COL,DF,Atlanta Utd,24,1998,16.1,6,14,8,57.1,0.87,0.5,0.43,0.75,9.5,0,0,0,2.3,2.3,0.16,3.7,3.7,Matches,1835f053
353,Dejan Joveljić,rs SRB,FWMF,LA Galaxy,22,1999,11.1,11,31,19,61.3,2.78,1.7,0.29,0.47,15.6,0,2,3,7.4,5,0.16,3.6,4,Matches,95a24690
354,Kamil Jóźwiak,pl POL,FWMF,Charlotte,23,1998,12.8,0,18,4,22.2,1.41,0.31,0,0,16.2,0,0,0,1.7,1.7,0.1,-1.7,-1.7,Matches,bd4e3824
355,Judson,br BRA,MF,San Jose,28,1993,7.3,0,5,0,0,0.68,0,0,,28.4,0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches,e1535f82
356,Anderson Julio,ec ECU,FWMF,Real Salt Lake,25,1996,5.8,3,20,10,50,3.45,1.72,0.15,0.3,13.1,0,0,0,2.2,2.2,0.11,0.8,0.8,Matches,f907a6a8
357,Florian Jungwirth,de GER,DFMF,Vancouver,33,1989,9.5,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,Matches,f179c207
358,Sam Junqua,us USA,DF,Houston Dynamo,25,1996,5.7,0,1,0,0,0.18,0,0,,17.6,0,0,0,0,0,0.04,0,0,Matches,91981d97
359,Chris Kablan,ch SUI,MF,Real Salt Lake,27,1994,0.3,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,Matches,4159652
360,Kristijan Kahlina,hr CRO,GK,Charlotte,29,1992,31,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,Matches,53e360bb
361,Brent Kallman,us USA,DF,Minnesota Utd,31,1990,15.5,2,9,2,22.2,0.58,0.13,0.22,1,8.3,0,0,0,1,1,0.11,1,1,Matches,2b24702b
362,Kei Kamara,sl SLE,FW,CF Montréal,37,1984,17.3,9,45,17,37.8,2.59,0.98,0.2,0.53,13,0,0,0,6.6,6.6,0.15,2.4,2.4,Matches,6e3f3809
363,Ola Kamara,no NOR,FWMF,D.C. United,32,1989,16.6,9,35,19,54.3,2.11,1.15,0.23,0.42,12,1,1,1,7.3,6.5,0.2,1.7,1.5,Matches,e134351a
364,Bernard Kamungo,tz TAN,FW,FC Dallas,20,2002,0.2,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,Matches,186acc62
365,Alec Kann,us USA,GK,FC Cincinnati,31,1990,7,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,Matches,4a8af93c
366,Johan Kappelhof,nl NED,DF,Real Salt Lake,31,1990,6,1,5,1,20,0.83,0.17,0.2,1,9.5,0,0,0,0.8,0.8,0.17,0.2,0.2,Matches,465015a5
367,Wilfrid Kaptoum,cm CMR,MF,New England,25,1996,11.8,1,11,2,18.2,0.93,0.17,0.09,0.5,20.4,0,0,0,0.7,0.7,0.06,0.3,0.3,Matches,d717630e
368,Ercan Kara,at AUT,FW,Orlando City,26,1996,19.7,11,47,18,38.3,2.38,0.91,0.21,0.56,12.8,1,1,1,9.4,8.7,0.18,1.6,1.3,Matches,540c9a17
369,Mark-Anthony Kaye,ca CAN,MF,Toronto FC,27,1994,7,0,7,2,28.6,1,0.29,0,0,16.3,0,0,0,0.6,0.6,0.08,-0.6,-0.6,Matches,36a38acd
370,Mark-Anthony Kaye,ca CAN,MF,Colorado Rapids,27,1994,14.2,3,15,7,46.7,1.05,0.49,0.2,0.43,16.5,0,0,0,1.9,1.9,0.13,1.1,1.1,Matches,36a38acd
371,Kipp Keller,us USA,DF,Austin,21,2000,3.5,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,Matches,fe5fea9f
372,Jon Kempin,us USA,GK,D.C. United,28,1993,2,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,Matches,063adc5e
373,Deandre Kerr,ca CAN,MFFW,Toronto FC,19,2002,14.5,3,22,6,27.3,1.52,0.41,0.14,0.5,13.7,0,0,0,2.9,2.9,0.13,0.1,0.1,Matches,a3e85f7b
374,Henry Kessler,us USA,DF,New England,23,1998,20.5,1,10,2,20,0.49,0.1,0.1,0.5,10.4,0,0,0,1.1,1.1,0.12,-0.1,-0.1,Matches,23c75879
375,Nabilai Kibunguchy,us USA,MF,Minnesota Utd,24,1998,2,0,2,0,0,1,0,0,,14.9,0,0,0,0.1,0.1,0.06,-0.1,-0.1,Matches,3b114bfc
376,Benjamin Kikanovic,us USA,FWMF,San Jose,22,2000,15.2,6,21,6,28.6,1.38,0.39,0.29,1,11.4,0,0,0,3.6,3.6,0.17,2.4,2.4,Matches,fe11d61b
377,Patryk Klimala,pl POL,FW,NY Red Bulls,23,1998,18.2,5,51,21,41.2,2.8,1.15,0.06,0.14,16.8,0,2,3,8.2,5.8,0.11,-3.2,-2.8,Matches,0bf3c11c
378,Sacha Kljestan,us USA,MFFW,LA Galaxy,36,1985,4.9,1,7,1,14.3,1.43,0.2,0,0,25.8,0,1,1,1.2,0.4,0.06,-0.2,-0.4,Matches,73682895
379,Brad Knighton,us USA,GK,New England,36,1985,4,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,Matches,9903a3cb
380,Žan Kolmanič,si SVN,DF,Austin,21,2000,11.9,0,8,1,12.5,0.67,0.08,0,0,24.6,2,0,0,0.2,0.2,0.03,-0.2,-0.2,Matches,4501fd21
381,Ismaël Koné,ca CAN,MF,CF Montréal,19,2002,17.6,2,24,6,25,1.37,0.34,0.08,0.33,23.8,0,0,0,1.5,1.5,0.06,0.5,0.5,Matches,e0220b70
382,Damir Kreilach,hr CRO,MFFW,Real Salt Lake,32,1989,3.3,1,9,4,44.4,2.7,1.2,0.11,0.25,14.5,1,0,0,1.3,1.3,0.14,-0.3,-0.3,Matches,068be155
383,Theodore Ku-Dipietro,us USA,FWMF,D.C. United,20,2002,2.6,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,Matches,ef7c10e0
384,Yuya Kubo,jp JPN,MF,FC Cincinnati,28,1993,15,1,15,2,13.3,1,0.13,0.07,0.5,22.8,0,0,0,0.9,0.9,0.06,0.1,0.1,Matches,cba16a46
385,Jojea Kwizera,cg CGO,DFMF,CF Montréal,23,1999,3.1,0,2,0,0,0.65,0,0,,16,0,0,0,0.1,0.1,0.04,-0.1,-0.1,Matches,cc61360d
386,Lassi Lappalainen,fi FIN,DFMF,CF Montréal,23,1998,21.4,3,28,10,35.7,1.31,0.47,0.11,0.3,16.1,0,0,0,3.8,3.8,0.13,-0.8,-0.8,Matches,bcb2282d
387,Jesús David Murillo Largacha,co COL,DF,Los Angeles FC,27,1994,26,2,16,4,25,0.62,0.15,0.13,0.5,10.8,0,0,0,2.1,2.1,0.13,-0.1,-0.1,Matches,68d48a71
388,Richie Laryea,ca CAN,DF,Toronto FC,27,1995,9.6,0,1,0,0,0.1,0,0,,20.7,0,0,0,0,0,0.04,0,0,Matches,276fdbe4
389,Ariel Lassiter,cr CRC,FWMF,Inter Miami,27,1994,18.2,4,49,21,42.9,2.69,1.15,0.08,0.19,18.3,0,0,0,4.9,4.9,0.1,-0.9,-0.9,Matches,bd7b916c
390,Vuk Latinovich,us USA,DF,NYCFC,24,1997,2.8,0,1,0,0,0.35,0,0,,8.8,0,0,0,0.1,0.1,0.08,-0.1,-0.1,Matches,5c0e047a
391,Kemar Lawrence,jm JAM,DF,Minnesota Utd,29,1992,25.6,1,8,3,37.5,0.31,0.12,0.13,0.33,17.3,0,0,0,0.4,0.4,0.05,0.6,0.6,Matches,80be3efe
392,Randall Leal,cr CRC,MF,Nashville,25,1997,23.6,2,59,15,25.4,2.5,0.63,0.02,0.07,23.1,0,1,1,3.6,2.8,0.05,-1.6,-1.8,Matches,874a5031
393,Kelvin Leerdam,sr SUR,DFMF,LA Galaxy,31,1990,5.3,0,1,1,100,0.19,0.19,0,0,12,0,0,0,0.2,0.2,0.2,-0.2,-0.2,Matches,d8b47705
394,Brooks Lennon,us USA,DFFW,Atlanta Utd,24,1997,22.6,2,17,9,52.9,0.75,0.4,0.12,0.22,17.3,2,0,0,1.8,1.8,0.11,0.2,0.2,Matches,ec80ba72
395,Jonathan Lewis,us USA,FWMF,Colorado Rapids,24,1997,24.5,5,57,24,42.1,2.32,0.98,0.09,0.21,16.5,0,0,0,8.1,8.1,0.14,-3.1,-3.1,Matches,2501eb59
396,Danny Leyva,us USA,MF,Seattle,18,2003,10.6,0,8,0,0,0.76,0,0,,25.2,0,0,0,0.4,0.4,0.05,-0.4,-0.4,Matches,ecc3a9c9
397,Azaad Liadi,us USA,MF,D.C. United,23,1998,0.1,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,Matches,ba702426
398,Nick Lima,us USA,DF,Austin,27,1994,26,0,20,1,5,0.77,0.04,0,0,23.3,0,0,0,0.8,0.8,0.04,-0.8,-0.8,Matches,959686eb
399,Jaylin Lindsey,us USA,DF,Charlotte,21,2000,18.5,0,5,3,60,0.27,0.16,0,0,24.6,0,0,0,0.2,0.2,0.04,-0.2,-0.2,Matches,83cb6e59
400,Sebastian Lletget,us USA,MF,FC Dallas,29,1992,9.1,1,9,4,44.4,0.99,0.44,0.11,0.25,17.4,0,0,0,0.8,0.8,0.09,0.2,0.2,Matches,73019c31
401,Sebastian Lletget,us USA,FWMF,New England,29,1992,16.1,2,26,11,42.3,1.62,0.68,0.08,0.18,14.3,0,0,0,2.7,2.7,0.1,-0.7,-0.7,Matches,73019c31
402,Robin Lod,fi FIN,FWMF,Minnesota Utd,28,1993,27.7,6,59,21,35.6,2.13,0.76,0.1,0.29,16.2,0,0,0,7.2,7.2,0.12,-1.2,-1.2,Matches,33c69aa0
403,Nicolás Lodeiro,uy URU,MF,Seattle,32,1989,25.7,7,35,10,28.6,1.36,0.39,0.09,0.3,22.3,4,4,5,6.5,2.5,0.07,0.5,0.5,Matches,fe81d0d1
404,Jasper Löffelsend,de GER,MF,Real Salt Lake,24,1997,18.1,1,13,1,7.7,0.72,0.06,0.08,1,25.9,0,0,0,0.8,0.8,0.06,0.2,0.2,Matches,ce037639
405,Aaron Long,us USA,DF,NY Red Bulls,29,1992,26.3,4,19,7,36.8,0.72,0.27,0.21,0.57,10.4,0,0,0,2.6,2.6,0.14,1.4,1.4,Matches,46b89640
406,Marcos López,pe PER,DF,San Jose,22,1999,15.4,1,15,2,13.3,0.97,0.13,0.07,0.5,19.1,0,0,0,0.8,0.8,0.05,0.2,0.2,Matches,9b3ab988
407,Marvin Loría,cr CRC,FWMF,Portland Timbers,24,1997,8.9,2,20,6,30,2.24,0.67,0.1,0.33,20.2,0,0,1,2.5,1.6,0.08,-0.5,0.4,Matches,71380d87
408,Daniel Lovitz,us USA,DF,Nashville,30,1991,29.1,1,12,3,25,0.41,0.1,0.08,0.33,19.1,0,0,0,0.9,0.9,0.07,0.1,0.1,Matches,db97d838
409,Damion Lowe,jm JAM,DF,Inter Miami,28,1993,26.5,1,11,5,45.5,0.42,0.19,0.09,0.2,13.1,0,0,0,1.3,1.3,0.12,-0.3,-0.3,Matches,b6e2e54c
410,Everton Luiz,br BRA,MF,Real Salt Lake,33,1988,4.8,0,1,0,0,0.21,0,0,,21.7,0,0,0,0,0,0.04,0,0,Matches,3.80E+141
411,Diego Luna,us USA,MF,Real Salt Lake,18,2003,3.5,0,8,1,12.5,2.26,0.28,0,0,19.7,0,0,0,0.4,0.4,0.05,-0.4,-0.4,Matches,e67f8af0
412,Adam Lundqvist,se SWE,DF,Houston Dynamo,27,1994,28.7,0,7,2,28.6,0.24,0.07,0,0,23.1,1,0,0,0.3,0.3,0.04,-0.3,-0.3,Matches,91769a24
413,Luquinhas,br BRA,MFFW,NY Red Bulls,25,1996,21.5,5,34,10,29.4,1.58,0.46,0.15,0.5,18.3,0,0,0,3.1,3.1,0.09,1.9,1.9,Matches,85937928
414,Jack Lynn,us USA,FWDF,Orlando City,22,2000,0.1,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,Matches,c81d718e
415,Larrys Mabiala,cd COD,DF,Portland Timbers,34,1987,17.3,0,5,1,20,0.29,0.06,0,0,12.3,0,0,0,0.3,0.3,0.07,-0.3,-0.3,Matches,5bdec47f
416,Aimé Mabika,zm ZAM,DF,Inter Miami,23,1998,11.4,0,2,0,0,0.18,0,0,,12.9,0,0,0,0,0,0.02,0,0,Matches,3a37d349
417,Maciel,br BRA,MF,New England,22,2000,7.6,0,2,0,0,0.26,0,0,,27.5,0,0,0,0,0,0.02,0,0,Matches,a39d51e0
418,Zac MacMath,us USA,GK,Real Salt Lake,30,1991,34,0,2,1,50,0.06,0.03,0,0,13.2,0,0,0,0.1,0.1,0.06,-0.1,-0.1,Matches,06caac45
419,Lukas MacNaughton,ca CAN,DF,Toronto FC,26,1995,19.9,0,6,1,16.7,0.3,0.05,0,0,8.6,0,0,0,0.7,0.7,0.12,-0.7,-0.7,Matches,b6111d16
420,Talles Magno,br BRA,FWMF,NYCFC,19,2002,28.8,7,64,22,34.4,2.22,0.76,0.09,0.27,14.8,0,1,1,8.8,8,0.13,-1.8,-2,Matches,64c98878
421,Jack Maher,us USA,DF,Nashville,22,1999,20.6,2,5,2,40,0.24,0.1,0.4,1,8.1,0,0,0,0.7,0.7,0.14,1.3,1.3,Matches,0c6f2fa6
422,Christian Makoun,ve VEN,MFDF,New England,21,2000,4.2,0,7,2,28.6,1.66,0.47,0,0,23.7,0,0,0,0.3,0.3,0.04,-0.3,-0.3,Matches,7efffe65
423,Christian Makoun,ve VEN,DF,Charlotte,21,2000,9.5,0,3,0,0,0.32,0,0,,6.8,0,0,0,0.6,0.6,0.2,-0.6,-0.6,Matches,7efffe65
424,Adilson Malanda,fr FRA,DF,Charlotte,20,2001,6,0,3,0,0,0.5,0,0,,10.6,0,0,0,0.2,0.2,0.05,-0.2,-0.2,Matches,9d83969b
425,Machop Malual,ss SSD,DFFW,Atlanta Utd,23,1998,0.9,0,1,0,0,1.13,0,0,,11.9,0,0,0,0.1,0.1,0.13,-0.1,-0.1,Matches,1701b012
426,Elias Manoel,br BRA,FW,NY Red Bulls,20,2001,4,2,10,6,60,2.51,1.51,0.2,0.33,13.8,0,0,0,1.1,1.1,0.13,0.9,0.9,Matches,7f19cbe0
427,J.T. Marcinkowski,us USA,GK,San Jose,24,1997,32.5,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,Matches,977791f4
428,Paul Marie,fr FRA,DF,San Jose,26,1995,24.9,1,25,4,16,1.01,0.16,0.04,0.25,23.3,0,0,0,1.4,1.4,0.06,-0.4,-0.4,Matches,da0bb55a
429,Anthony Markanich,us USA,DF,Colorado Rapids,22,1999,2.6,0,4,1,25,1.54,0.38,0,0,16.1,0,0,0,0.2,0.2,0.05,-0.2,-0.2,Matches,565fde4a
430,Nick Markanich,us USA,FWMF,FC Cincinnati,22,1999,1.2,0,6,0,0,4.91,0,0,,9.4,0,0,0,1.2,1.2,0.21,-1.2,-1.2,Matches,65988c73
431,George Marks,us USA,GK,Charlotte,22,1999,1,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,Matches,e75f9dba
