Rk,Player,Nation,Pos,Squad,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Matches,-9999
578,Riqui Puig,es ESP,MF,LA Galaxy,22,1999,9.2,3,24,9,37.5,2.62,0.98,0.08,0.22,23.2,1,1,2,3,1.4,0.06,0,0.6,Matches,f090a37a
579,John Pulskamp,us USA,GK,Sporting KC,20,2001,11.4,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,Matches,6b306c92
580,Facundo Quignon,ar ARG,MF,FC Dallas,28,1993,14.3,1,11,3,27.3,0.77,0.21,0.09,0.33,18.3,0,0,0,1.2,1.2,0.11,-0.2,-0.2,Matches,5b33b84c
581,Nelson Quiñones,co COL,FW,Houston Dynamo,19,2002,1.4,0,2,2,100,1.48,1.48,0,0,20.6,0,0,0,0.1,0.1,0.05,-0.1,-0.1,Matches,a295f0b3
582,Joshué Quiñónez,ec ECU,DF,FC Dallas,21,2000,1.1,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,Matches,c7305b1d
583,Darwin Quintero,co COL,MFFW,Houston Dynamo,34,1987,19.6,8,41,17,41.5,2.09,0.87,0.17,0.41,19.9,3,1,1,6,5.2,0.13,2,1.8,Matches,0cc00553
584,Jairo Quinteros,bo BOL,DF,Inter Miami,20,2001,3.1,0,1,0,0,0.32,0,0,,9.7,0,0,0,0.1,0.1,0.11,-0.1,-0.1,Matches,8363a7e8
585,Romell Quioto,hn HON,FW,CF Montréal,30,1991,22.7,15,71,30,42.3,3.12,1.32,0.15,0.37,15.6,5,4,5,14.8,10.9,0.15,0.2,0.1,Matches,122e850d
586,Jackson Ragen,us USA,DF,Seattle,23,1998,15.5,0,6,1,16.7,0.39,0.06,0,0,7.6,0,0,0,0.7,0.7,0.11,-0.7,-0.7,Matches,a3d67f70
587,Brooklyn Raines,us USA,MF,Houston Dynamo,16,2005,0.4,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,Matches,b4caa0c5
588,Ryan Raposo,ca CAN,DF,Vancouver,22,1999,16,2,19,4,21.1,1.19,0.25,0.11,0.5,20.7,1,0,0,1.2,1.2,0.06,0.8,0.8,Matches,f006a9b3
589,Justin Rasmussen,us USA,DF,Portland Timbers,23,1998,7.2,0,4,1,25,0.56,0.14,0,0,20.4,0,0,0,0.2,0.2,0.05,-0.2,-0.2,Matches,989ecf23
590,Rayan Raveloson,mg MAD,MF,LA Galaxy,25,1997,19.8,3,33,9,27.3,1.67,0.45,0.09,0.33,19.6,1,0,0,4.3,4.3,0.13,-1.3,-1.3,Matches,fb3236a7
591,Matthew Real,us USA,MFDF,Philadelphia,22,1999,1.9,1,3,1,33.3,1.56,0.52,0.33,1,21,0,0,0,0.1,0.1,0.04,0.9,0.9,Matches,1c2c030a
592,Rodney Redes,py PAR,FWMF,Austin,21,2000,1.9,0,4,2,50,2.09,1.05,0,0,18,0,0,0,0.4,0.4,0.09,-0.4,-0.4,Matches,426c3982
593,Benjamin Redzic,us USA,MFFW,FC Dallas,19,2002,0.7,0,4,0,0,5.37,0,0,,20.1,0,0,0,0.3,0.3,0.07,-0.3,-0.3,Matches,ea8087aa
594,Pierre Reedy,us USA,MF,Real Salt Lake,24,1998,0.1,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,Matches,903f2d95
595,Eric Remedi,ar ARG,MF,San Jose,26,1995,16,0,11,4,36.4,0.69,0.25,0,0,27.3,0,0,0,0.3,0.3,0.03,-0.3,-0.3,Matches,38e2cbd6
596,Justin Rennicks,us USA,FW,New England,22,1999,8.7,2,12,5,41.7,1.38,0.58,0.17,0.4,10.5,0,0,0,1.7,1.7,0.15,0.3,0.3,Matches,0aaa1c04
597,Ben Reveno,us USA,FW,New England,22,1999,0,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,Matches,6f0a801a
598,Andrés Reyes,co COL,DF,NY Red Bulls,22,1999,7.7,0,4,2,50,0.52,0.26,0,0,10.2,0,0,0,0.3,0.3,0.07,-0.3,-0.3,Matches,36ab14f5
599,Yordy Reyna,pe PER,MFFW,Charlotte,28,1993,9.4,3,23,11,47.8,2.45,1.17,0.13,0.27,19.1,2,0,0,2.2,2.2,0.1,0.8,0.8,Matches,eec316d9
600,Andre Reynolds II,us USA,FWDF,Chicago Fire,20,2001,4.5,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,Matches,d46dbe4f
601,Emanuel Reynoso,ar ARG,MFFW,Minnesota Utd,26,1995,28,10,73,24,32.9,2.61,0.86,0.1,0.29,25,19,3,4,7.8,4.5,0.06,2.2,2.5,Matches,614b26e3
602,Spencer Richey,us USA,GK,Chicago Fire,29,1992,1,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,Matches,d9178ea2
603,Will Richmond,us USA,MFFW,San Jose,21,2000,0.5,0,1,0,0,2,0,0,,20.4,0,0,0,0,0,0.03,0,0,Matches,e46ee2e9
604,Tosaint Ricketts,ca CAN,FWDF,Vancouver,34,1987,5,4,11,6,54.5,2.2,1.2,0.36,0.67,12.8,0,0,0,2.5,2.5,0.23,1.5,1.5,Matches,54769358
605,Emiliano Rigoni,ar ARG,FW,Austin,28,1993,3.1,0,3,1,33.3,0.95,0.32,0,0,26.4,2,0,0,0.1,0.1,0.04,-0.1,-0.1,Matches,a1216563
606,Alexander Ring,fi FIN,MF,Austin,30,1991,30.9,4,41,15,36.6,1.33,0.49,0.1,0.27,15,0,0,0,5,5,0.12,-1,-1,Matches,6c1221d6
607,Rocco Ríos Novo,ar ARG,GK,Atlanta Utd,19,2002,15.5,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,Matches,f59bd2d3
608,Damien Rivera,us USA,FWMF,New England,19,2002,4.6,1,7,3,42.9,1.51,0.65,0.14,0.33,11.7,0,0,0,0.9,0.9,0.13,0.1,0.1,Matches,2822f3dd
609,Nigel Robertha,nl NED,FWMF,D.C. United,23,1998,7.9,1,10,4,40,1.26,0.5,0.1,0.25,16.4,0,0,0,0.7,0.7,0.07,0.3,0.3,Matches,a94bad97
610,Miles Robinson,us USA,DF,Atlanta Utd,24,1997,7.3,0,3,0,0,0.41,0,0,,7.9,0,0,0,0.4,0.4,0.12,-0.4,-0.4,Matches,782a95d9
611,Robbie Robinson,us USA,FWMF,Inter Miami,23,1998,5.4,1,9,3,33.3,1.67,0.56,0.11,0.33,18.4,1,0,0,0.6,0.6,0.07,0.4,0.4,Matches,e0dae99f
612,Harrison Robledo,us USA,MFDF,FC Cincinnati,19,2002,0.5,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,Matches,1f36ce15
613,Rodrigues,br BRA,DF,San Jose,24,1997,6.9,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,Matches,67f5e064
614,Abraham Rodriguez,us USA,GK,Colorado Rapids,19,2002,0.5,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,Matches,c7e14787
615,Brian Rodríguez,uy URU,FW,Los Angeles FC,21,2000,9.1,2,28,9,32.1,3.08,0.99,0.07,0.22,15.6,0,0,0,3.2,3.2,0.11,-1.2,-1.2,Matches,c86041d7
616,Emerson Rodríguez,co COL,FWMF,Inter Miami,21,2000,5.9,2,14,9,64.3,2.39,1.53,0.14,0.22,12.5,0,0,0,1.5,1.5,0.11,0.5,0.5,Matches,09e5ae16
617,Martín Rodríguez,cl CHI,FWMF,D.C. United,27,1994,10,0,5,0,0,0.5,0,0,,16.7,1,0,0,0.3,0.3,0.07,-0.3,-0.3,Matches,c075b5f0
618,Memo Rodriguez,us USA,MFFW,Houston Dynamo,26,1995,16.7,0,34,10,29.4,2.04,0.6,0,0,24.3,8,0,0,2.4,2.4,0.07,-2.4,-2.4,Matches,fc6c6b2b
619,Santiago Rodríguez,uy URU,MFFW,NYCFC,22,2000,27.3,4,50,17,34,1.83,0.62,0.08,0.24,16.9,3,0,0,7,7,0.14,-3,-3,Matches,86dff811
620,Alex Roldan,sv SLV,DF,Seattle,25,1996,29,1,9,3,33.3,0.31,0.1,0.11,0.33,24.1,0,0,0,0.4,0.4,0.04,0.6,0.6,Matches,1255a82a
621,Cristian Roldan,us USA,FWMF,Seattle,26,1995,23.4,4,36,13,36.1,1.54,0.56,0.11,0.31,14.9,0,0,0,3.8,3.8,0.11,0.2,0.2,Matches,48875649
622,Jhohan Romaña,co COL,DF,Austin,23,1998,3.7,0,2,0,0,0.54,0,0,,10.7,0,0,0,0.2,0.2,0.09,-0.2,-0.2,Matches,4e32c2d6
623,David Romney,us USA,DF,Nashville,28,1993,29.4,3,19,5,26.3,0.65,0.17,0.16,0.6,10.9,0,0,0,2.9,2.9,0.17,0.1,0.1,Matches,b7b6e781
624,Rafael Romo,ve VEN,GK,D.C. United,31,1990,13.5,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,Matches,8827c189
625,Eloy Room,cw CUW,GK,Columbus Crew,32,1989,34,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,Matches,6b33d86b
626,Joseph Rosales,hn HON,MF,Minnesota Utd,21,2000,11.7,0,13,3,23.1,1.11,0.26,0,0,26.4,2,0,0,0.6,0.6,0.04,-0.6,-0.6,Matches,6a29d06b
627,Oriol Rosell,es ESP,MF,Sporting KC,29,1992,10,0,3,0,0,0.3,0,0,,15.4,0,0,0,0.5,0.5,0.16,-0.5,-0.5,Matches,2a17ef3e
628,Keegan Rosenberry,us USA,DFMF,Colorado Rapids,28,1993,32.9,2,20,5,25,0.61,0.15,0.1,0.4,23.2,0,0,0,0.8,0.8,0.04,1.2,1.2,Matches,f940c69e
629,Matheus Rossetto,br BRA,MF,Atlanta Utd,25,1996,17.8,0,13,4,30.8,0.73,0.22,0,0,23.8,0,0,0,0.6,0.6,0.05,-0.6,-0.6,Matches,daf8c775
630,Paul Rothrock,us USA,FWDF,Toronto FC,23,1999,0.4,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,Matches,875e8269
631,Kelyn Rowe,us USA,DFMF,Seattle,30,1991,14.5,1,13,3,23.1,0.9,0.21,0.08,0.33,22.3,0,0,0,0.8,0.8,0.06,0.2,0.2,Matches,cf928adb
632,Ruan,br BRA,DF,Orlando City,26,1995,27.3,2,8,4,50,0.29,0.15,0.25,0.5,17,0,0,0,0.7,0.7,0.09,1.3,1.3,Matches,f2665f7c
633,Rubio Rubin,gt GUA,FWMF,Real Salt Lake,25,1996,9.6,1,20,8,40,2.08,0.83,0.05,0.13,14.6,0,0,0,2.1,2.1,0.11,-1.1,-1.1,Matches,9bad7100
634,Diego Rubio,cl CHI,MFFW,Colorado Rapids,28,1993,27.1,16,89,35,39.3,3.29,1.29,0.13,0.34,20.3,9,4,4,12.4,9.2,0.1,3.6,2.8,Matches,3f082234
635,Raúl Ruidíaz,pe PER,FW,Seattle,31,1990,14.5,9,50,20,40,3.46,1.38,0.16,0.4,18.2,2,1,1,7.1,6.3,0.13,1.9,1.7,Matches,7a4296e1
636,Pablo Ruíz,ar ARG,MF,Real Salt Lake,23,1998,26.8,2,44,11,25,1.64,0.41,0.02,0.09,27.9,10,1,2,4.3,2.8,0.06,-2.3,-1.8,Matches,7368cd70
637,Sergio Ruiz,es ESP,MF,Charlotte,27,1994,8,1,6,2,33.3,0.75,0.25,0.17,0.5,18.3,0,0,0,0.9,0.9,0.15,0.1,0.1,Matches,1f423a54
638,Albert Rusnák,sk SVK,MF,Seattle,27,1994,28.9,3,42,9,21.4,1.45,0.31,0.07,0.33,20.3,5,0,0,2.6,2.6,0.06,0.4,0.4,Matches,0adeafaa
639,Johnny Russell,sct SCO,FWMF,Sporting KC,31,1990,30,8,61,17,27.9,2.03,0.57,0.08,0.29,20.5,7,3,4,8.1,4.9,0.08,-0.1,0.1,Matches,a30e1562
640,Jacen Russell-Rowe,ca CAN,FW,Columbus Crew,19,2002,2.5,0,4,1,25,1.58,0.39,0,0,13.8,0,0,0,0.4,0.4,0.11,-0.4,-0.4,Matches,b33c6ed5
641,Zach Ryan,us USA,FW,NY Red Bulls,23,1999,0.5,0,4,1,25,8.37,2.09,0,0,14.2,0,0,0,0.3,0.3,0.08,-0.3,-0.3,Matches,74ba46bc
642,Ryan Sailor,us USA,DF,Inter Miami,23,1998,16.9,0,6,1,16.7,0.36,0.06,0,0,8,0,0,0,0.9,0.9,0.14,-0.9,-0.9,Matches,4924d9bb
643,Carlos Salcedo,mx MEX,DF,Toronto FC,28,1993,12.8,0,3,1,33.3,0.23,0.08,0,0,17.1,1,0,0,0.2,0.2,0.07,-0.2,-0.2,Matches,64c07ae1
644,Adam Saldaña,us USA,MF,LA Galaxy,19,2002,0.1,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,Matches,ca135560
645,Shea Salinas,us USA,FWDF,San Jose,35,1986,2.3,1,4,1,25,1.77,0.44,0.25,1,14.6,1,0,0,0.3,0.3,0.07,0.7,0.7,Matches,4c10838d
646,Dániel Sallói,hu HUN,FWMF,Sporting KC,25,1996,28.1,7,71,26,36.6,2.53,0.93,0.1,0.27,18.8,0,0,1,5.8,5,0.07,1.2,2,Matches,6fcddf5f
647,Gaoussou Samaké,ci CIV,DF,D.C. United,24,1997,1.2,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,Matches,ae760cf4
648,Ilie Sánchez,es ESP,MF,Los Angeles FC,31,1990,29.7,1,16,4,25,0.54,0.13,0.06,0.25,15.4,0,0,0,1,1,0.06,0,0,Matches,72979f65
649,William Sands,us USA,DF,Columbus Crew,21,2000,7.1,0,3,0,0,0.42,0,0,,28.8,0,0,0,0.1,0.1,0.02,-0.1,-0.1,Matches,960a4473
650,Sergio Santos Gomes,br BRA,FW,Philadelphia,27,1994,6.8,1,13,3,23.1,1.92,0.44,0.08,0.33,14,0,0,0,1.7,1.7,0.13,-0.7,-0.7,Matches,a930b263
651,Sergio Santos Gomes,br BRA,FW,FC Cincinnati,27,1994,1.5,0,7,2,28.6,4.57,1.3,0,0,9.6,0,0,0,1.5,1.5,0.21,-1.5,-1.5,Matches,a930b263
652,Koa Santos,us USA,MF,Charlotte,22,1999,0.6,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,Matches,c09ddc5e
653,Nuno Santos,pt POR,MFFW,Charlotte,22,1999,1.8,1,5,2,40,2.83,1.13,0.2,0.5,18.1,0,0,0,0.7,0.7,0.14,0.3,0.3,Matches,6fc57554
654,Pedro Santos,pt POR,DF,Columbus Crew,33,1988,25.9,1,20,3,15,0.77,0.12,0.05,0.33,23.1,1,0,1,1.8,1.1,0.05,-0.8,-0.1,Matches,789da0f2
655,C.J. Sapong,us USA,FW,Nashville,33,1988,27.4,5,51,15,29.4,1.86,0.55,0.1,0.33,12.5,0,0,0,8.1,8.1,0.16,-3.1,-3.1,Matches,ef4e4c5d
656,Jefferson Savarino,ve VEN,FWMF,Real Salt Lake,25,1996,16.9,7,55,21,38.2,3.25,1.24,0.13,0.33,20.5,3,0,0,4.5,4.5,0.08,2.5,2.5,Matches,91721722
657,Rodrigo Schlegel,ar ARG,DF,Orlando City,24,1997,24.1,1,10,1,10,0.42,0.04,0.1,1,16.1,0,0,0,1,1,0.1,0,0,Matches,5bb02df4
658,Tate Schmitt,us USA,DFMF,Real Salt Lake,24,1997,9.6,2,7,3,42.9,0.73,0.31,0.29,0.67,18,0,0,0,0.6,0.6,0.08,1.4,1.4,Matches,fa21bbc8
659,Alessandro Schöpf,at AUT,MF,Vancouver,27,1994,3.8,0,2,0,0,0.53,0,0,,12,0,0,0,0.2,0.2,0.11,-0.2,-0.2,Matches,106bca06
660,Eddie Segura,co COL,DF,Los Angeles FC,24,1997,9.2,0,3,1,33.3,0.33,0.11,0,0,17.4,0,0,0,0.2,0.2,0.07,-0.2,-0.2,Matches,c70e3fe0
661,Amar Sejdic,us USA,MF,Atlanta Utd,25,1996,14.5,0,13,4,30.8,0.9,0.28,0,0,29.6,1,0,0,0.4,0.4,0.03,-0.4,-0.4,Matches,43ca2019
662,Boris Sekulić,sk SVK,DF,Chicago Fire,30,1991,31.3,0,11,1,9.1,0.35,0.03,0,0,12.1,0,0,0,1.2,1.2,0.11,-1.2,-1.2,Matches,adf26bd4
663,Brandon Servania,us USA,MF,FC Dallas,22,1999,14.7,2,28,8,28.6,1.91,0.55,0.07,0.25,25.6,0,0,0,1.5,1.5,0.05,0.5,0.5,Matches,4d825a2d
664,Jacob Shaffelburg,ca CAN,DFFW,Toronto FC,22,1999,6.5,0,8,2,25,1.24,0.31,0,0,22.9,0,0,0,0.9,0.9,0.11,-0.9,-0.9,Matches,339a2561
665,Jacob Shaffelburg,ca CAN,MFFW,Nashville,22,1999,5.6,2,16,5,31.3,2.85,0.89,0.13,0.4,17.3,0,0,0,1.3,1.3,0.08,0.7,0.7,Matches,339a2561
666,Xherdan Shaqiri,ch SUI,MF,Chicago Fire,30,1991,25,7,47,12,25.5,1.88,0.48,0.06,0.25,23.5,11,4,4,6.6,3.4,0.07,0.4,-0.4,Matches,6421ec64
667,Brek Shea,us USA,DF,Inter Miami,31,1990,1.8,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,Matches,adb6ae24
668,Khiry Shelton,us USA,FW,Sporting KC,28,1993,15.6,1,18,6,33.3,1.15,0.38,0.06,0.17,16.8,0,0,0,2.1,2.1,0.12,-1.1,-1.1,Matches,f935709c
669,Andre Shinyashiki,br BRA,FWMF,Colorado Rapids,26,1995,2.4,1,6,4,66.7,2.5,1.67,0.17,0.25,19.1,0,0,0,0.8,0.8,0.13,0.2,0.2,Matches,8c395868
670,Andre Shinyashiki,br BRA,MFFW,Charlotte,26,1995,9.4,6,28,13,46.4,2.99,1.39,0.21,0.46,15.5,0,0,0,3.7,3.7,0.13,2.3,2.3,Matches,8c395868
671,Bobby Shuttleworth,us USA,GK,Atlanta Utd,34,1987,6.2,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,Matches,4598ac94
672,Marcelo Silva,uy URU,DF,Real Salt Lake,32,1989,30.8,2,26,7,26.9,0.84,0.23,0.08,0.29,11.3,0,0,0,2.1,2.1,0.08,-0.1,-0.1,Matches,b9596515
673,Pablo Sisniega,mx MEX,GK,Charlotte,26,1995,2,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,Matches,5.51E+06
674,Jack Skahan,us USA,DFMF,San Jose,23,1998,1.1,1,1,1,100,0.94,0.94,1,1,13.3,0,0,0,0.1,0.1,0.1,0.9,0.9,Matches,9c07bdc7
675,Drew Skundrich,us USA,MFDF,D.C. United,26,1995,9.8,0,5,0,0,0.51,0,0,,24.4,0,0,0,0.2,0.2,0.03,-0.2,-0.2,Matches,51f50135
676,Gaga Slonina,us USA,GK,Chicago Fire,17,2004,32,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,Matches,c55a846e
677,Brad Smith,au AUS,DF,D.C. United,27,1994,12.8,0,6,2,33.3,0.47,0.16,0,0,16,0,0,0,0.6,0.6,0.1,-0.6,-0.6,Matches,c76c717c
678,Kimarni Smith,eng ENG,DFMF,D.C. United,23,1998,4,1,8,3,37.5,2.01,0.75,0.13,0.33,18.3,0,0,0,0.8,0.8,0.1,0.2,0.2,Matches,bbbb244b
679,Kyle Smith,us USA,DF,Orlando City,30,1992,15.4,2,8,5,62.5,0.52,0.32,0.25,0.4,19.2,0,0,0,0.7,0.7,0.08,1.3,1.3,Matches,9e6b2ec3
680,Jan Sobociński,pl POL,DF,Charlotte,22,1999,4.2,0,1,0,0,0.24,0,0,,8,0,0,0,0.1,0.1,0.12,-0.1,-0.1,Matches,5358009d
681,Santiago Sosa,ar ARG,MF,Atlanta Utd,22,1999,15.7,1,22,3,13.6,1.41,0.19,0.05,0.33,19.7,0,0,0,1.2,1.2,0.05,-0.2,-0.2,Matches,f080dd22
682,Ryan Spaulding,us USA,DF,New England,23,1998,2.9,0,2,0,0,0.68,0,0,,22.4,0,0,0,0.1,0.1,0.04,-0.1,-0.1,Matches,9fda5cd3
683,Steven Sserwadda,ug UGA,MF,NY Red Bulls,19,2002,0.3,0,1,0,0,3.1,0,0,,27.8,0,0,0,0,0,0.03,0,0,Matches,bddc8df4
684,Dayne St. Clair,ca CAN,GK,Minnesota Utd,24,1997,31.5,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,Matches,3f41d25f
685,Mason Stajduhar,us USA,GK,Orlando City,24,1997,2,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,Matches,f01df62c
686,Daniel Steres,us USA,DF,Houston Dynamo,31,1990,14.9,2,7,3,42.9,0.47,0.2,0.29,0.67,9.2,0,0,0,1.1,1.1,0.15,0.9,0.9,Matches,17c03c76
687,Jared Stroud,us USA,MFFW,Austin,25,1996,0.5,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,Matches,5d018899
688,Brad Stuver,us USA,GK,Austin,30,1991,30.1,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,Matches,6a1940d5
689,Quinn Sullivan,us USA,FWMF,Philadelphia,17,2004,2.7,1,5,1,20,1.84,0.37,0.2,1,16.2,0,0,0,0.7,0.7,0.13,0.3,0.3,Matches,92f62cfe
690,Ben Sweat,us USA,DF,Sporting KC,30,1991,16.9,0,10,3,30,0.59,0.18,0,0,18.8,0,0,0,0.7,0.7,0.07,-0.7,-0.7,Matches,6937b1ac
691,Karol Świderski,pl POL,FWMF,Charlotte,25,1997,27.3,10,72,36,50,2.64,1.32,0.14,0.28,17.1,7,0,0,9.2,9.2,0.13,0.8,0.8,Matches,41723204
692,Nkosi Tafari,us USA,DF,FC Dallas,24,1997,14.7,0,4,0,0,0.27,0,0,,12.5,0,0,0,0.3,0.3,0.08,-0.3,-0.3,Matches,4a07ae31
693,Ismael Tajouri-Shradi,ly LBY,FWMF,Los Angeles FC,27,1994,1.9,2,4,2,50,2.16,1.08,0.5,1,18.3,1,0,0,0.6,0.6,0.14,1.4,1.4,Matches,ef4249ff
694,Andrew Tarbell,us USA,GK,Austin,28,1993,3.9,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,Matches,c5487a34
695,D.J. Taylor,us USA,DF,Minnesota Utd,24,1997,23.2,1,14,3,21.4,0.6,0.13,0.07,0.33,22.4,0,0,0,0.7,0.7,0.05,0.3,0.3,Matches,ed4dc7f4
696,Robert Taylor,fi FIN,MFFW,Inter Miami,27,1994,24.7,3,40,13,32.5,1.62,0.53,0.08,0.23,19.4,0,0,0,3.7,3.7,0.09,-0.7,-0.7,Matches,1fc0973f
697,Russell Teibert,ca CAN,MF,Vancouver,29,1992,22.6,0,10,1,10,0.44,0.04,0,0,22,0,0,0,0.6,0.6,0.06,-0.6,-0.6,Matches,674befe9
698,Cristian Tello,es ESP,FWMF,Los Angeles FC,30,1991,1.1,0,4,3,75,3.67,2.76,0,0,18.2,0,0,0,0.2,0.2,0.06,-0.2,-0.2,Matches,72a99e38
699,Carlos Terán,co COL,DF,Chicago Fire,21,2000,18.6,1,12,5,41.7,0.65,0.27,0.08,0.2,13.1,0,0,0,1.7,1.7,0.14,-0.7,-0.7,Matches,3.25E+07
700,Dylan Teves,us USA,FWMF,Seattle,21,2000,1.1,1,1,1,100,0.89,0.89,1,1,7.7,0,0,0,0.4,0.4,0.42,0.6,0.6,Matches,f68ed3ba
701,Thiago,br BRA,FW,NYCFC,21,2000,15.6,5,33,15,45.5,2.11,0.96,0.15,0.33,16.8,0,0,0,5,5,0.15,0,0,Matches,6adb0b79
702,Thiaguinho,br BRA,FWMF,Houston Dynamo,20,2001,0.2,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,Matches,e3550df1
703,Erik Thommy,de GER,MF,Sporting KC,27,1994,9.8,3,38,18,47.4,3.89,1.84,0.08,0.17,22.3,5,0,0,2.1,2.1,0.05,0.9,0.9,Matches,df8e7b62
704,Kosi Thompson,ca CAN,DFMF,Toronto FC,19,2003,18,1,11,5,45.5,0.61,0.28,0.09,0.2,17.8,0,0,0,0.8,0.8,0.07,0.2,0.2,Matches,517bef8b
705,Tommy Thompson,us USA,DF,San Jose,26,1995,14.7,1,11,2,18.2,0.75,0.14,0.09,0.5,12.6,0,0,0,1.1,1.1,0.1,-0.1,-0.1,Matches,5f6c69d8
706,Anton Tinnerholm,se SWE,DFMF,NYCFC,30,1991,6.4,0,5,1,20,0.78,0.16,0,0,24.6,0,0,0,0.2,0.2,0.03,-0.2,-0.2,Matches,0fe96099
707,John Tolkin,us USA,DFMF,NY Red Bulls,19,2002,30.5,1,33,8,24.2,1.08,0.26,0.03,0.13,23.4,3,0,0,1.6,1.6,0.05,-0.6,-0.6,Matches,5e88c524
708,Nouhou Tolo,cm CMR,DF,Seattle,24,1997,27.8,1,14,4,28.6,0.5,0.14,0.07,0.25,17.1,0,0,0,0.9,0.9,0.06,0.1,0.1,Matches,0796512f
709,Facundo Torres,uy URU,FWMF,Orlando City,21,2000,28.7,9,52,13,25,1.81,0.45,0.15,0.62,20.9,0,1,1,4.7,4,0.08,4.3,4,Matches,4de3b2c0
710,Jairo Torres,mx MEX,FWMF,Chicago Fire,21,2000,7.6,0,18,6,33.3,2.36,0.79,0,0,20.5,0,0,0,1.1,1.1,0.06,-1.1,-1.1,Matches,7ed56490
711,Joaquín Torres,ar ARG,MFFW,CF Montréal,25,1997,14.6,3,25,10,40,1.72,0.69,0.12,0.3,20.1,1,0,1,3.8,3,0.12,-0.8,0,Matches,c82dcb70
712,Dantouma Toure,gn GUI,FWMF,Colorado Rapids,17,2004,0.4,1,1,1,100,2.37,2.37,1,1,9.1,0,0,0,0.3,0.3,0.34,0.7,0.7,Matches,b5d2014f
713,Mason Toye,us USA,FW,CF Montréal,23,1998,8.1,2,20,7,35,2.48,0.87,0.1,0.29,12.9,0,0,0,3.1,3.1,0.15,-1.1,-1.1,Matches,0aa41f67
714,Wil Trapp,us USA,MF,Minnesota Utd,29,1993,23.6,0,11,3,27.3,0.47,0.13,0,0,27.6,0,0,0,0.3,0.3,0.03,-0.3,-0.3,Matches,9bf9391c
715,Miguel Trauco,pe PER,DF,San Jose,29,1992,1.5,0,1,0,0,0.66,0,0,,24.5,0,0,0,0,0,0.04,0,0,Matches,e4b72e34
716,Danny Trejo,us USA,FW,Los Angeles FC,23,1998,0.5,0,1,1,100,2,2,0,0,16.1,0,0,0,0.1,0.1,0.06,-0.1,-0.1,Matches,1312c534
717,Auston Trusty,us USA,DF,Colorado Rapids,23,1998,16,0,11,0,0,0.69,0,0,,16.7,0,0,0,0.8,0.8,0.07,-0.8,-0.8,Matches,cddf767b
718,Niko Tsakiris,us USA,MF,San Jose,16,2005,4.1,0,7,2,28.6,1.7,0.49,0,0,20.3,0,0,0,0.4,0.4,0.05,-0.4,-0.4,Matches,cb501677
719,Bill Tuiloma,nz NZL,DF,Portland Timbers,26,1995,25.1,6,47,12,25.5,1.88,0.48,0.13,0.5,20.3,14,0,0,3.7,3.7,0.08,2.3,2.3,Matches,bf547c54
720,Matt Turner,us USA,GK,New England,27,1994,5,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,Matches,4a51ba65
721,Ema Twumasi,gh GHA,DF,FC Dallas,24,1997,23.4,0,10,2,20,0.43,0.09,0,0,15.1,0,0,0,0.8,0.8,0.08,-0.8,-0.8,Matches,9ca4b140
722,Marinos Tzionis,cy CYP,FWMF,Sporting KC,20,2001,8.7,1,22,8,36.4,2.54,0.92,0.05,0.13,19.4,2,0,0,2.1,2.1,0.1,-1.1,-1.1,Matches,b004076a
723,Mikael Uhre,dk DEN,FW,Philadelphia,27,1994,18,13,47,32,68.1,2.62,1.78,0.28,0.41,13.6,0,0,0,8.1,8.1,0.18,4.9,4.9,Matches,be84c466
724,Þorleifur Úlfarsson,is ISL,FW,Houston Dynamo,21,2000,13.4,4,38,16,42.1,2.85,1.2,0.11,0.25,12.7,0,0,0,5.6,5.6,0.15,-1.6,-1.6,Matches,7e1046fa
