Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches,-9999
768,Yaw Yeboah,gh GHA,FW,Columbus Crew,24,1997,19,10,791,8.8,0,1,1,0,0,0,1,0,1.8,1.8,2.2,4,35,28,71,0,0.11,0.11,0,0.11,0.21,0.25,0.46,0.21,0.46,Matches,36292031
769,DeAndre Yedlin,us USA,DF,Inter Miami,28,1993,34,33,2986,33.2,0,3,3,0,0,0,6,0,0.2,0.2,2.2,2.4,58,113,186,0,0.09,0.09,0,0.09,0.01,0.07,0.07,0.01,0.07,Matches,ae0a7ddf
770,Griffin Yow,us USA,MFDF,D.C. United,19,2002,7,3,271,3,0,0,0,0,0,0,1,0,0.5,0.5,0.3,0.7,4,3,17,0,0,0,0,0,0.15,0.09,0.24,0.15,0.24,Matches,ddd5cf39
771,Jackson Yueill,us USA,MFDF,San Jose,24,1997,31,31,2690,29.9,4,2,6,4,0,0,6,0,1.9,1.9,1.9,3.8,13,199,60,0.13,0.07,0.2,0.13,0.2,0.06,0.06,0.13,0.06,0.13,Matches,7dce16bf
772,Abdoul Zanne,ci CIV,FW,D.C. United,18,2003,1,0,4,0,0,0,0,0,0,0,0,0,0.1,0.1,0,0.1,0,0,1,0,0,0,0,0,2.22,0,2.22,2.22,2.22,Matches,e5b49f0e
773,Gyasi Zardes,us USA,FW,Colorado Rapids,30,1991,26,24,2059,22.9,9,2,11,8,1,1,1,0,10.2,9.4,3.3,12.7,15,29,95,0.39,0.09,0.48,0.35,0.44,0.44,0.15,0.59,0.41,0.56,Matches,09ae7f92
774,Gyasi Zardes,us USA,FW,Columbus Crew,30,1991,7,1,206,2.3,1,0,1,1,0,0,0,0,2,2,0.3,2.3,3,7,16,0.44,0,0.44,0.44,0.44,0.89,0.12,1,0.89,1,Matches,09ae7f92
775,Eriq Zavaleta,sv SLV,DFMF,LA Galaxy,29,1992,4,3,205,2.3,0,0,0,0,0,0,1,0,0,0,0,0.1,0,3,0,0,0,0,0,0,0.02,0.02,0.04,0.02,0.04,Matches,edbfbb3f
776,Sean Zawadzki,us USA,MF,Columbus Crew,21,2000,5,4,289,3.2,1,0,1,1,0,0,0,0,0,0,0,0,1,8,1,0.31,0,0.31,0.31,0.31,0.01,0,0.01,0.01,0.01,Matches,380ee265
777,Zeca,br BRA,DF,Houston Dynamo,27,1994,20,12,1133,12.6,0,1,1,0,0,0,3,0,0.1,0.1,1,1.1,50,73,90,0,0.08,0.08,0,0.08,0.01,0.08,0.09,0.01,0.09,Matches,c816eea6
778,Gedion Zelalem,us USA,MFFW,NYCFC,25,1997,11,1,197,2.2,0,0,0,0,0,0,1,0,0,0,0.1,0.1,2,18,1,0,0,0,0,0,0.02,0.05,0.07,0.02,0.07,Matches,b15ac68f
779,Lucas Zelarayán,am ARM,MFFW,Columbus Crew,29,1992,29,25,2316,25.7,10,7,17,9,1,1,3,0,5.8,5.1,7.8,12.9,93,210,183,0.39,0.27,0.66,0.35,0.62,0.23,0.3,0.53,0.2,0.5,Matches,3ce30893
780,Walker Zimmerman,us USA,DF,Nashville,28,1993,30,28,2521,28,4,1,5,4,0,0,7,1,3.8,3.8,2.7,6.5,3,82,15,0.14,0.04,0.18,0.14,0.18,0.14,0.1,0.23,0.14,0.23,Matches,220fa883
781,Rida Zouhir,ca CAN,MF,CF Montréal,18,2003,5,1,122,1.4,0,0,0,0,0,0,1,0,0.1,0.1,0.6,0.7,5,3,5,0,0,0,0,0,0.07,0.43,0.49,0.07,0.49,Matches,e1e65f24
782,Ethan Zubak,us USA,FW,Nashville,23,1998,11,2,211,2.3,0,1,1,0,0,0,2,0,0.6,0.6,0.4,1,3,6,27,0,0.43,0.43,0,0.43,0.24,0.19,0.43,0.24,0.43,Matches,9f39b6cf
783,Dario Župarić,ba BIH,DF,Portland Timbers,29,1992,30,24,2192,24.4,0,0,0,0,0,0,6,0,0.6,0.6,0.1,0.8,6,34,4,0,0,0,0,0,0.03,0.01,0.03,0.03,0.03,Matches,c6f99e42
784,Graham Zusi,us USA,DF,Sporting KC,35,1986,21,20,1659,18.4,2,1,3,2,0,0,1,0,0.5,0.5,1.4,1.9,21,96,46,0.11,0.05,0.16,0.11,0.16,0.03,0.08,0.11,0.03,0.11,Matches,9ba42447
785,Róbert Þorkelsson,is ISL,DFMF,CF Montréal,19,2002,11,0,167,1.9,0,0,0,0,0,0,0,0,0,0,0,0,3,9,8,0,0,0,0,0,0,0,0,0,0,Matches,0eb8ad80
