Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches,-9999
340,Franco Jara,ar ARG,FW,FC Dallas,33,1988,30,7,905,10.1,3,1,4,2,1,1,2,0,5,4.2,0.9,5.2,11,16,64,0.3,0.1,0.4,0.2,0.3,0.5,0.09,0.59,0.42,0.51,Matches,413cce14
341,Andres Jasson,us USA,DFMF,NYCFC,20,2002,15,4,467,5.2,0,1,1,0,0,0,2,0,0.7,0.7,1.1,1.8,10,13,36,0,0.19,0.19,0,0.19,0.14,0.2,0.34,0.14,0.34,Matches,31d049b2
342,Corentin Jean,fr FRA,FWMF,Inter Miami,26,1995,3,0,76,0.8,0,1,1,0,0,0,0,0,0.2,0.2,0.1,0.3,1,5,5,0,1.18,1.18,0,1.18,0.28,0.11,0.39,0.28,0.39,Matches,7d9b37bf
343,Cal Jennings,us USA,FWMF,Los Angeles FC,24,1997,3,0,19,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,Matches,44f6672a
344,Hector Jiménez,us USA,DF,Austin,33,1988,14,8,598,6.6,0,2,2,0,0,0,2,0,0.1,0.1,1.4,1.5,21,48,35,0,0.3,0.3,0,0.3,0.01,0.21,0.22,0.01,0.22,Matches,2dc1e90e
345,Jesús Jiménez,es ESP,FW,Toronto FC,28,1993,33,27,2342,26,9,3,12,9,0,0,2,0,7.8,7.8,4.1,11.9,36,62,139,0.35,0.12,0.46,0.35,0.46,0.3,0.16,0.46,0.3,0.46,Matches,1e161d47
346,Sean Johnson,us USA,GK,NYCFC,32,1989,34,34,3060,34,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,c164335e
347,Alistair Johnston,ca CAN,DF,CF Montréal,23,1998,33,30,2646,29.4,4,4,8,4,0,0,5,0,1.3,1.3,3.2,4.4,49,121,180,0.14,0.14,0.27,0.14,0.27,0.04,0.11,0.15,0.04,0.15,Matches,4fb17e20
348,DeJuan Jones,us USA,DF,New England,24,1997,31,31,2737,30.4,1,5,6,1,0,0,4,0,1.3,1.3,4.2,5.6,95,144,243,0.03,0.16,0.2,0.03,0.2,0.04,0.14,0.18,0.04,0.18,Matches,10d1139c
349,Derrick Jones,us USA,MF,Charlotte,24,1997,16,10,944,10.5,1,0,1,1,0,0,3,0,1.4,1.4,0.1,1.5,7,31,9,0.1,0,0.1,0.1,0.1,0.13,0.01,0.14,0.13,0.14,Matches,93c92d6c
350,Joevin Jones,tt TRI,DFMF,Inter Miami,30,1991,8,0,123,1.4,0,0,0,0,0,0,0,0,0,0,0.2,0.2,7,7,6,0,0,0,0,0,0,0.15,0.15,0,0.15,Matches,fc23d956
351,Jony,ar ARG,FWMF,Real Salt Lake,27,1994,4,1,144,1.6,0,0,0,0,0,0,0,0,0.4,0.4,0,0.4,3,4,10,0,0,0,0,0,0.27,0,0.27,0.27,0.27,Matches,60665492
352,Juan José Sánchez,co COL,DF,Atlanta Utd,24,1998,17,16,1452,16.1,6,0,6,6,0,0,5,0,2.3,2.3,0.1,2.3,3,43,2,0.37,0,0.37,0.37,0.37,0.14,0.01,0.15,0.14,0.15,Matches,1835f053
353,Dejan Joveljić,rs SRB,FWMF,LA Galaxy,22,1999,32,7,1003,11.1,11,3,14,9,2,3,3,0,7.4,5,2.9,7.9,14,29,78,0.99,0.27,1.26,0.81,1.08,0.66,0.26,0.92,0.45,0.71,Matches,95a24690
354,Kamil Jóźwiak,pl POL,FWMF,Charlotte,23,1998,19,13,1151,12.8,0,3,3,0,0,0,4,0,1.7,1.7,2.7,4.4,35,39,114,0,0.23,0.23,0,0.23,0.13,0.21,0.34,0.13,0.34,Matches,bd4e3824
355,Judson,br BRA,MF,San Jose,28,1993,16,7,657,7.3,0,0,0,0,0,0,4,0,0.1,0.1,0.1,0.2,5,29,4,0,0,0,0,0,0.02,0.01,0.03,0.02,0.03,Matches,e1535f82
356,Anderson Julio,ec ECU,FWMF,Real Salt Lake,25,1996,19,3,522,5.8,3,1,4,3,0,0,1,0,2.2,2.2,0.5,2.7,11,5,44,0.52,0.17,0.69,0.52,0.69,0.38,0.09,0.47,0.38,0.47,Matches,f907a6a8
357,Florian Jungwirth,de GER,DFMF,Vancouver,33,1989,13,10,858,9.5,0,0,0,0,0,0,3,0,0,0,0,0,4,25,1,0,0,0,0,0,0,0,0,0,0,Matches,f179c207
358,Sam Junqua,us USA,DF,Houston Dynamo,25,1996,15,4,513,5.7,0,1,1,0,0,0,0,0,0,0,0.5,0.5,11,17,29,0,0.18,0.18,0,0.18,0.01,0.09,0.09,0.01,0.09,Matches,91981d97
359,Chris Kablan,ch SUI,MF,Real Salt Lake,27,1994,2,0,27,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,Matches,4159652
360,Kristijan Kahlina,hr CRO,GK,Charlotte,29,1992,31,31,2790,31,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Matches,53e360bb
361,Brent Kallman,us USA,DF,Minnesota Utd,31,1990,20,15,1395,15.5,2,0,2,2,0,0,1,0,1,1,0.6,1.6,5,41,0,0.13,0,0.13,0.13,0.13,0.06,0.04,0.1,0.06,0.1,Matches,2b24702b
362,Kei Kamara,sl SLE,FW,CF Montréal,37,1984,32,14,1561,17.3,9,7,16,9,0,0,1,0,6.6,6.6,2.6,9.2,27,31,106,0.52,0.4,0.92,0.52,0.92,0.38,0.15,0.53,0.38,0.53,Matches,6e3f3809
363,Ola Kamara,no NOR,FWMF,D.C. United,32,1989,30,15,1491,16.6,9,1,10,8,1,1,2,1,7.3,6.5,1.2,7.8,25,35,115,0.54,0.06,0.6,0.48,0.54,0.44,0.07,0.52,0.39,0.47,Matches,e134351a
364,Bernard Kamungo,tz TAN,FW,FC Dallas,20,2002,1,0,21,0.2,0,0,0,0,0,0,0,0,0,0,0.3,0.3,1,1,2,0,0,0,0,0,0,1.25,1.25,0,1.25,Matches,186acc62
365,Alec Kann,us USA,GK,FC Cincinnati,31,1990,7,7,630,7,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,4a8af93c
366,Johan Kappelhof,nl NED,DF,Real Salt Lake,31,1990,6,6,540,6,1,0,1,1,0,0,0,0,0.8,0.8,0.1,0.9,3,13,1,0.17,0,0.17,0.17,0.17,0.14,0.01,0.15,0.14,0.15,Matches,465015a5
367,Wilfrid Kaptoum,cm CMR,MF,New England,25,1996,21,15,1066,11.8,1,0,1,1,0,0,3,0,0.7,0.7,0.1,0.7,10,53,16,0.08,0,0.08,0.08,0.08,0.06,0,0.06,0.06,0.06,Matches,d717630e
368,Ercan Kara,at AUT,FW,Orlando City,26,1996,29,22,1776,19.7,11,3,14,10,1,1,2,0,9.4,8.7,1.6,10.3,12,10,90,0.56,0.15,0.71,0.51,0.66,0.48,0.08,0.56,0.44,0.52,Matches,540c9a17
369,Mark-Anthony Kaye,ca CAN,MF,Toronto FC,27,1994,8,7,628,7,0,1,1,0,0,0,1,0,0.6,0.6,0.3,0.9,7,31,27,0,0.14,0.14,0,0.14,0.08,0.05,0.13,0.08,0.13,Matches,36a38acd
370,Mark-Anthony Kaye,ca CAN,MF,Colorado Rapids,27,1994,17,15,1280,14.2,3,1,4,3,0,0,2,0,1.9,1.9,1.7,3.6,20,79,29,0.21,0.07,0.28,0.21,0.28,0.13,0.12,0.25,0.13,0.25,Matches,36a38acd
371,Kipp Keller,us USA,DF,Austin,21,2000,6,3,318,3.5,0,0,0,0,0,0,4,1,0,0,0,0,0,11,0,0,0,0,0,0,0,0.01,0.01,0,0.01,Matches,fe5fea9f
372,Jon Kempin,us USA,GK,D.C. United,28,1993,2,2,180,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,063adc5e
373,Deandre Kerr,ca CAN,MFFW,Toronto FC,19,2002,26,11,1306,14.5,3,0,3,3,0,0,2,0,2.9,2.9,0.9,3.8,34,30,81,0.21,0,0.21,0.21,0.21,0.2,0.06,0.26,0.2,0.26,Matches,a3e85f7b
374,Henry Kessler,us USA,DF,New England,23,1998,22,21,1845,20.5,1,0,1,1,0,0,5,0,1.1,1.1,0,1.1,4,48,2,0.05,0,0.05,0.05,0.05,0.06,0,0.06,0.06,0.06,Matches,23c75879
375,Nabilai Kibunguchy,us USA,MF,Minnesota Utd,24,1998,2,2,180,2,0,0,0,0,0,0,0,0,0.1,0.1,0,0.1,1,3,1,0,0,0,0,0,0.06,0,0.06,0.06,0.06,Matches,3b114bfc
376,Benjamin Kikanovic,us USA,FWMF,San Jose,22,2000,30,16,1370,15.2,6,3,9,6,0,0,5,0,3.6,3.6,1.5,5,42,29,105,0.39,0.2,0.59,0.39,0.59,0.23,0.1,0.33,0.23,0.33,Matches,fe11d61b
377,Patryk Klimala,pl POL,FW,NY Red Bulls,23,1998,28,20,1638,18.2,5,3,8,3,2,3,6,0,8.2,5.8,2.4,8.3,26,38,134,0.27,0.16,0.44,0.16,0.33,0.45,0.13,0.58,0.32,0.45,Matches,0bf3c11c
378,Sacha Kljestan,us USA,MFFW,LA Galaxy,36,1985,21,1,440,4.9,1,2,3,0,1,1,0,0,1.2,0.4,0.9,1.4,11,46,23,0.2,0.41,0.61,0,0.41,0.25,0.19,0.44,0.09,0.28,Matches,73682895
379,Brad Knighton,us USA,GK,New England,36,1985,4,4,360,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,9903a3cb
380,Žan Kolmanič,si SVN,DF,Austin,21,2000,21,12,1070,11.9,0,2,2,0,0,0,2,0,0.2,0.2,1.8,2,23,56,45,0,0.17,0.17,0,0.17,0.02,0.15,0.17,0.02,0.17,Matches,4501fd21
381,Ismaël Koné,ca CAN,MF,CF Montréal,19,2002,26,18,1582,17.6,2,4,6,2,0,0,7,1,1.5,1.5,2.4,3.8,30,78,62,0.11,0.23,0.34,0.11,0.34,0.08,0.13,0.22,0.08,0.22,Matches,e0220b70
382,Damir Kreilach,hr CRO,MFFW,Real Salt Lake,32,1989,5,3,300,3.3,1,0,1,1,0,0,1,0,1.3,1.3,0.1,1.3,1,13,14,0.3,0,0.3,0.3,0.3,0.37,0.02,0.39,0.37,0.39,Matches,068be155
383,Theodore Ku-Dipietro,us USA,FWMF,D.C. United,20,2002,10,2,238,2.6,0,0,0,0,0,0,0,0,0,0,0.1,0.1,7,11,20,0,0,0,0,0,0,0.02,0.02,0,0.02,Matches,ef7c10e0
384,Yuya Kubo,jp JPN,MF,FC Cincinnati,28,1993,27,14,1349,15,1,1,2,1,0,0,5,0,0.9,0.9,2.1,3,34,82,42,0.07,0.07,0.13,0.07,0.13,0.06,0.14,0.2,0.06,0.2,Matches,cba16a46
385,Jojea Kwizera,cg CGO,DFMF,CF Montréal,23,1999,8,3,276,3.1,0,1,1,0,0,0,1,0,0.1,0.1,0.1,0.2,15,18,46,0,0.33,0.33,0,0.33,0.03,0.02,0.05,0.03,0.05,Matches,cc61360d
386,Lassi Lappalainen,fi FIN,DFMF,CF Montréal,23,1998,28,26,1928,21.4,3,5,8,3,0,0,1,0,3.8,3.8,3.2,7,79,95,223,0.14,0.23,0.37,0.14,0.37,0.18,0.15,0.33,0.18,0.33,Matches,bcb2282d
387,Jesús David Murillo Largacha,co COL,DF,Los Angeles FC,27,1994,29,27,2339,26,2,3,5,2,0,0,9,0,2.1,2.1,1.4,3.4,16,73,11,0.08,0.12,0.19,0.08,0.19,0.08,0.05,0.13,0.08,0.13,Matches,68d48a71
388,Richie Laryea,ca CAN,DF,Toronto FC,27,1995,10,10,862,9.6,0,3,3,0,0,0,5,0,0,0,2,2.1,37,46,38,0,0.31,0.31,0,0.31,0,0.21,0.22,0,0.22,Matches,276fdbe4
389,Ariel Lassiter,cr CRC,FWMF,Inter Miami,27,1994,30,17,1640,18.2,4,4,8,4,0,0,2,0,4.9,4.9,4,8.8,73,36,129,0.22,0.22,0.44,0.22,0.44,0.27,0.22,0.48,0.27,0.48,Matches,bd7b916c
390,Vuk Latinovich,us USA,DF,NYCFC,24,1997,5,2,254,2.8,0,0,0,0,0,0,1,0,0.1,0.1,0.1,0.2,2,21,1,0,0,0,0,0,0.03,0.03,0.06,0.03,0.06,Matches,5c0e047a
391,Kemar Lawrence,jm JAM,DF,Minnesota Utd,29,1992,27,26,2305,25.6,1,2,3,1,0,0,3,0,0.4,0.4,0.8,1.2,31,69,87,0.04,0.08,0.12,0.04,0.12,0.02,0.03,0.05,0.02,0.05,Matches,80be3efe
392,Randall Leal,cr CRC,MF,Nashville,25,1997,28,26,2128,23.6,2,5,7,1,1,1,7,0,3.6,2.8,5.4,8.2,72,132,147,0.08,0.21,0.3,0.04,0.25,0.15,0.23,0.38,0.12,0.35,Matches,874a5031
393,Kelvin Leerdam,sr SUR,DFMF,LA Galaxy,31,1990,10,5,479,5.3,0,0,0,0,0,0,1,0,0.2,0.2,0,0.2,4,23,11,0,0,0,0,0,0.04,0.01,0.04,0.04,0.04,Matches,d8b47705
394,Brooks Lennon,us USA,DFFW,Atlanta Utd,24,1997,25,22,2033,22.6,2,6,8,2,0,0,1,0,1.8,1.8,7.9,9.8,61,67,236,0.09,0.27,0.35,0.09,0.35,0.08,0.35,0.43,0.08,0.43,Matches,ec80ba72
395,Jonathan Lewis,us USA,FWMF,Colorado Rapids,24,1997,33,25,2208,24.5,5,2,7,5,0,0,4,0,8.1,8.1,2.1,10.2,81,40,186,0.2,0.08,0.29,0.2,0.29,0.33,0.08,0.42,0.33,0.42,Matches,2501eb59
396,Danny Leyva,us USA,MF,Seattle,18,2003,19,12,951,10.6,0,1,1,0,0,0,3,0,0.4,0.4,0.5,0.8,13,85,12,0,0.09,0.09,0,0.09,0.04,0.04,0.08,0.04,0.08,Matches,ecc3a9c9
397,Azaad Liadi,us USA,MF,D.C. United,23,1998,1,0,9,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,Matches,ba702426
398,Nick Lima,us USA,DF,Austin,27,1994,34,25,2344,26,0,4,4,0,0,0,3,0,0.8,0.8,2.6,3.4,38,89,68,0,0.15,0.15,0,0.15,0.03,0.1,0.13,0.03,0.13,Matches,959686eb
399,Jaylin Lindsey,us USA,DF,Charlotte,21,2000,26,18,1669,18.5,0,1,1,0,0,0,2,0,0.2,0.2,1.7,1.9,34,89,71,0,0.05,0.05,0,0.05,0.01,0.09,0.1,0.01,0.1,Matches,83cb6e59
400,Sebastian Lletget,us USA,MF,FC Dallas,29,1992,10,9,815,9.1,1,4,5,1,0,0,1,0,0.8,0.8,1.2,2,9,56,50,0.11,0.44,0.55,0.11,0.55,0.09,0.14,0.22,0.09,0.22,Matches,73019c31
401,Sebastian Lletget,us USA,FWMF,New England,29,1992,19,18,1447,16.1,2,4,6,2,0,0,1,0,2.7,2.7,1.4,4.1,30,104,87,0.12,0.25,0.37,0.12,0.37,0.17,0.09,0.26,0.17,0.26,Matches,73019c31
402,Robin Lod,fi FIN,FWMF,Minnesota Utd,28,1993,30,29,2492,27.7,6,2,8,6,0,0,7,0,7.2,7.2,3,10.2,29,141,133,0.22,0.07,0.29,0.22,0.29,0.26,0.11,0.37,0.26,0.37,Matches,33c69aa0
403,Nicolás Lodeiro,uy URU,MF,Seattle,32,1989,28,26,2316,25.7,7,7,14,3,4,5,6,0,6.5,2.5,7.5,10.1,61,278,177,0.27,0.27,0.54,0.12,0.39,0.25,0.29,0.54,0.1,0.39,Matches,fe81d0d1
404,Jasper Löffelsend,de GER,MF,Real Salt Lake,24,1997,30,19,1626,18.1,1,3,4,1,0,0,7,0,0.8,0.8,1.4,2.2,33,74,62,0.06,0.17,0.22,0.06,0.22,0.04,0.08,0.12,0.04,0.12,Matches,ce037639
405,Aaron Long,us USA,DF,NY Red Bulls,29,1992,29,28,2366,26.3,4,0,4,4,0,0,5,0,2.6,2.6,0.4,3,6,82,16,0.15,0,0.15,0.15,0.15,0.1,0.01,0.11,0.1,0.11,Matches,46b89640
406,Marcos López,pe PER,DF,San Jose,22,1999,17,16,1385,15.4,1,0,1,1,0,0,5,0,0.8,0.8,0.4,1.1,40,67,72,0.06,0,0.06,0.06,0.06,0.05,0.02,0.07,0.05,0.07,Matches,9b3ab988
407,Marvin Loría,cr CRC,FWMF,Portland Timbers,24,1997,28,7,803,8.9,2,1,3,2,0,1,0,0,2.5,1.6,0.8,2.4,38,34,71,0.22,0.11,0.34,0.22,0.34,0.28,0.09,0.37,0.18,0.27,Matches,71380d87
408,Daniel Lovitz,us USA,DF,Nashville,30,1991,31,29,2618,29.1,1,4,5,1,0,0,6,0,0.9,0.9,2.6,3.5,57,149,104,0.03,0.14,0.17,0.03,0.17,0.03,0.09,0.12,0.03,0.12,Matches,db97d838
409,Damion Lowe,jm JAM,DF,Inter Miami,28,1993,28,28,2383,26.5,1,1,2,1,0,0,10,1,1.3,1.3,1,2.3,9,52,6,0.04,0.04,0.08,0.04,0.08,0.05,0.04,0.09,0.05,0.09,Matches,b6e2e54c
410,Everton Luiz,br BRA,MF,Real Salt Lake,33,1988,12,4,435,4.8,0,0,0,0,0,0,3,0,0,0,0.1,0.1,8,6,6,0,0,0,0,0,0.01,0.02,0.02,0.01,0.02,Matches,3.80E+141
411,Diego Luna,us USA,MF,Real Salt Lake,18,2003,13,3,318,3.5,0,0,0,0,0,0,1,0,0.4,0.4,0.2,0.6,7,23,16,0,0,0,0,0,0.1,0.06,0.16,0.1,0.16,Matches,e67f8af0
412,Adam Lundqvist,se SWE,DF,Houston Dynamo,27,1994,31,30,2581,28.7,0,5,5,0,0,0,5,1,0.3,0.3,2.1,2.4,41,89,91,0,0.17,0.17,0,0.17,0.01,0.07,0.08,0.01,0.08,Matches,91769a24
413,Luquinhas,br BRA,MFFW,NY Red Bulls,25,1996,30,21,1937,21.5,5,3,8,5,0,0,1,0,3.1,3.1,2,5.1,56,111,112,0.23,0.14,0.37,0.23,0.37,0.14,0.09,0.24,0.14,0.24,Matches,85937928
414,Jack Lynn,us USA,FWDF,Orlando City,22,2000,3,0,6,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,Matches,c81d718e
415,Larrys Mabiala,cd COD,DF,Portland Timbers,34,1987,21,18,1561,17.3,0,1,1,0,0,0,6,0,0.3,0.3,0.2,0.5,5,63,3,0,0.06,0.06,0,0.06,0.02,0.01,0.03,0.02,0.03,Matches,5bdec47f
416,Aimé Mabika,zm ZAM,DF,Inter Miami,23,1998,15,13,1022,11.4,0,1,1,0,0,0,1,0,0,0,0.4,0.4,1,10,0,0,0.09,0.09,0,0.09,0,0.03,0.04,0,0.04,Matches,3a37d349
417,Maciel,br BRA,MF,New England,22,2000,16,7,684,7.6,0,1,1,0,0,0,0,0,0,0,0.3,0.3,7,39,3,0,0.13,0.13,0,0.13,0.01,0.04,0.04,0.01,0.04,Matches,a39d51e0
418,Zac MacMath,us USA,GK,Real Salt Lake,30,1991,34,34,3060,34,0,0,0,0,0,0,3,0,0.1,0.1,0,0.1,0,1,0,0,0,0,0,0,0,0,0,0,0,Matches,06caac45
419,Lukas MacNaughton,ca CAN,DF,Toronto FC,26,1995,25,20,1787,19.9,0,0,0,0,0,0,6,0,0.7,0.7,0.2,0.9,6,52,4,0,0,0,0,0,0.04,0.01,0.05,0.04,0.05,Matches,b6111d16
420,Talles Magno,br BRA,FWMF,NYCFC,19,2002,34,32,2591,28.8,7,8,15,6,1,1,3,0,8.8,8,4.6,12.6,112,106,210,0.24,0.28,0.52,0.21,0.49,0.31,0.16,0.47,0.28,0.44,Matches,64c98878
421,Jack Maher,us USA,DF,Nashville,22,1999,27,19,1855,20.6,2,0,2,2,0,0,2,0,0.7,0.7,0.2,0.9,3,53,1,0.1,0,0.1,0.1,0.1,0.03,0.01,0.04,0.03,0.04,Matches,0c6f2fa6
422,Christian Makoun,ve VEN,MFDF,New England,21,2000,8,3,379,4.2,0,0,0,0,0,0,2,0,0.3,0.3,0,0.3,0,17,7,0,0,0,0,0,0.06,0,0.06,0.06,0.06,Matches,7efffe65
423,Christian Makoun,ve VEN,DF,Charlotte,21,2000,13,8,856,9.5,0,0,0,0,0,0,1,0,0.6,0.6,0.3,0.9,5,25,0,0,0,0,0,0,0.06,0.03,0.09,0.06,0.09,Matches,7efffe65
424,Adilson Malanda,fr FRA,DF,Charlotte,20,2001,6,6,540,6,0,1,1,0,0,0,0,0,0.2,0.2,0.2,0.4,1,21,0,0,0.17,0.17,0,0.17,0.03,0.04,0.07,0.03,0.07,Matches,9d83969b
425,Machop Malual,ss SSD,DFFW,Atlanta Utd,23,1998,6,0,80,0.9,0,0,0,0,0,0,0,0,0.1,0.1,0,0.1,5,6,11,0,0,0,0,0,0.14,0,0.14,0.14,0.14,Matches,1701b012
426,Elias Manoel,br BRA,FW,NY Red Bulls,20,2001,6,5,358,4,2,1,3,2,0,0,0,0,1.1,1.1,0.3,1.4,4,3,35,0.5,0.25,0.75,0.5,0.75,0.27,0.09,0.36,0.27,0.36,Matches,7f19cbe0
427,J.T. Marcinkowski,us USA,GK,San Jose,24,1997,33,33,2925,32.5,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,Matches,977791f4
428,Paul Marie,fr FRA,DF,San Jose,26,1995,32,26,2238,24.9,1,1,2,1,0,0,5,0,1.4,1.4,2.1,3.6,76,98,117,0.04,0.04,0.08,0.04,0.08,0.06,0.09,0.14,0.06,0.14,Matches,da0bb55a
429,Anthony Markanich,us USA,DF,Colorado Rapids,22,1999,3,3,234,2.6,0,0,0,0,0,0,0,0,0.2,0.2,0.3,0.5,3,8,11,0,0,0,0,0,0.08,0.1,0.18,0.08,0.18,Matches,565fde4a
430,Nick Markanich,us USA,FWMF,FC Cincinnati,22,1999,9,1,110,1.2,0,0,0,0,0,0,0,0,1.2,1.2,0,1.2,2,2,8,0,0,0,0,0,1.02,0,1.02,1.02,1.02,Matches,65988c73
431,George Marks,us USA,GK,Charlotte,22,1999,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,e75f9dba
432,Jahkeele Marshall-Rutty,ca CAN,DF,Toronto FC,17,2004,17,5,621,6.9,0,0,0,0,0,0,1,0,0.1,0.1,0.3,0.4,18,36,27,0,0,0,0,0,0.02,0.04,0.06,0.02,0.06,Matches,b9459f85
433,Nick Marsman,nl NED,GK,Inter Miami,31,1990,7,7,630,7,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,f352799f
434,José Martínez,es ESP,DF,FC Dallas,28,1993,31,31,2620,29.1,0,0,0,0,0,0,5,0,0.9,0.9,0.1,0.9,14,93,1,0,0,0,0,0,0.03,0,0.03,0.03,0.03,Matches,8e049cbd
435,Josef Martínez,ve VEN,FW,Atlanta Utd,28,1993,26,12,1465,16.3,9,4,13,8,1,1,0,0,8.7,7.9,2.2,10.1,12,31,79,0.55,0.25,0.8,0.49,0.74,0.53,0.14,0.67,0.49,0.62,Matches,e73f0aa1
436,Luís Martins,pt POR,DFMF,Vancouver,29,1992,12,5,471,5.2,0,0,0,0,0,0,1,0,0.2,0.2,0.5,0.8,11,16,25,0,0,0,0,0,0.04,0.1,0.14,0.04,0.14,Matches,56b7c09b
437,Thiago Martins,br BRA,DF,NYCFC,26,1995,26,25,2152,23.9,0,1,1,0,0,0,3,1,0.5,0.5,0.1,0.6,10,63,1,0,0.04,0.04,0,0.04,0.02,0,0.02,0.02,0.02,Matches,4d6ec370
438,Alexandru Mățan,ro ROU,FWMF,Columbus Crew,22,1999,6,0,32,0.4,0,0,0,0,0,0,0,0,0.7,0.7,0,0.7,2,3,7,0,0,0,0,0,1.78,0,1.78,1.78,1.78,Matches,3bd3bcc4
439,Rónald Matarrita,cr CRC,DF,FC Cincinnati,27,1994,7,2,224,2.5,1,3,4,1,0,0,1,0,0.1,0.1,0.9,1,1,6,16,0.4,1.21,1.61,0.4,1.61,0.05,0.36,0.41,0.05,0.41,Matches,491862dd
440,Jimmy Maurer,us USA,GK,FC Dallas,33,1988,2,2,180,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,ca1c6f3d
441,José Mauri,it ITA,MF,Sporting KC,25,1996,1,0,27,0.3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,644faf10
442,Chris Mavinga,cd COD,DF,Toronto FC,30,1991,19,19,1494,16.6,0,0,0,0,0,0,2,0,0,0,0,0,3,55,2,0,0,0,0,0,0,0,0,0,0,Matches,fda36cfb
443,Max,br BRA,MFFW,Colorado Rapids,20,2001,28,9,904,10,0,1,1,0,0,0,5,0,2.3,2.3,1.1,3.4,28,65,51,0,0.1,0.1,0,0.1,0.23,0.11,0.33,0.23,0.33,Matches,67c3efa4
444,Olivier Mbaizo,cm CMR,DF,Philadelphia,24,1997,19,14,1307,14.5,0,2,2,0,0,0,2,0,0.2,0.2,2.7,2.8,26,59,80,0,0.14,0.14,0,0.14,0.01,0.18,0.19,0.01,0.19,Matches,f6315619
445,Hugo-Hilaire Mbongue Mbongue,ca CAN,FW,Toronto FC,17,2004,1,0,23,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Matches,df4fe2b7
446,John McCarthy,us USA,GK,Los Angeles FC,29,1992,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,2.49E+14
447,Dax McCarty,us USA,MF,Nashville,34,1987,29,21,1770,19.7,0,1,1,0,0,1,4,1,1.8,1,2.6,3.6,10,116,23,0,0.05,0.05,0,0.05,0.09,0.13,0.22,0.05,0.18,Matches,b74e58c0
448,Aiden McFadden,us USA,DF,Atlanta Utd,23,1998,11,8,639,7.1,0,0,0,0,0,0,2,0,0.2,0.2,1.5,1.7,20,14,49,0,0,0,0,0,0.03,0.21,0.24,0.03,0.24,Matches,eed1b8f6
449,Jack McGlynn,us USA,MF,Philadelphia,18,2003,23,9,1018,11.3,1,3,4,1,0,0,3,0,0.8,0.8,1.5,2.4,14,101,29,0.09,0.27,0.35,0.09,0.35,0.07,0.14,0.21,0.07,0.21,Matches,e2b8c25c
450,Zac McGraw,us USA,DF,Portland Timbers,24,1997,22,11,1076,12,1,0,1,1,0,0,5,0,1.7,1.7,0,1.7,3,28,7,0.08,0,0.08,0.08,0.08,0.14,0,0.14,0.14,0.14,Matches,83129dc7
451,Kendall McIntosh,us USA,GK,Sporting KC,28,1994,2,2,180,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,d1f3e74b
452,Thomas McNamara,us USA,MFFW,New England,30,1991,33,30,2477,27.5,4,3,7,4,0,0,8,0,2.4,2.4,1.1,3.5,14,127,76,0.15,0.11,0.25,0.15,0.25,0.09,0.04,0.13,0.09,0.13,Matches,ab36595d
453,Quinn McNeill,us USA,MF,Charlotte,23,1998,11,10,664,7.4,1,1,2,1,0,0,2,0,0.5,0.5,0.2,0.7,11,19,22,0.14,0.14,0.27,0.14,0.27,0.07,0.03,0.1,0.07,0.1,Matches,2a9b1a97
